,Tweets,id,date,likes,retweets,place
0,that's how we beat corona :),1322408185785995267,2020-10-31 05:20:55,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='00ecb59b0dad186e', url='https://api.twitter.com/1.1/geo/id/00ecb59b0dad186e.json', place_type='admin', name='Sharjah', full_name='Sharjah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[55.0091271, 24.7328863], [56.3816989, 24.7328863], [56.3816989, 25.8997649], [55.0091271, 25.8997649]]]), attributes={})"
1,"Canada Should Continue Inviting More Immigrants in 2021- WhatsApp us &gt;&gt;  Despite COVID-19 raging around, the needs of doesn't seem to have come down. The country needs and more than ever ",1322398562790068225,2020-10-31 04:42:41,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
2,That will be me Tuesday out of here Covid today ,1322393384221351937,2020-10-31 04:22:06,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
3,Can everyone please stop being selfish and hold off on that unnecessary trip Like can you just wait a bit longer because Covid is still around and military people are not even allowed to fly to see their families.,1322361381555982336,2020-10-31 02:14:56,1,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
4,"Nations should gather and seek God Now , coronavirus has destroyed Nations and families and worse is still yet to come. By now we ought to have run to THEM who prophecied the pandemic and it came to pass to the letter ",1322266417497018370,2020-10-30 19:57:35,1,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
5,"We can now see how the world has been ravaged by the coronavirus just to cause a people to go back to their GOD,yet they are still in sin ",1322262750282850306,2020-10-30 19:43:00,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
6," FAKE NEWS   Govt of Punjab is providing free COVID test facility as before  Govt is also doing thousands of free random tests everyday in schools, colleges, markets etc  The facility will remain available free of cost in Punjab in future as well ",1322248747741577216,2020-10-30 18:47:22,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
7,Fascinating article. ,1322208095448256514,2020-10-30 16:05:50,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
8,Drinking a Corona Extra by at — ,1322116182061785088,2020-10-30 10:00:36,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
9,Oga the killing and the way you rule is already a Covid 19,1322073094454915073,2020-10-30 07:09:23,0,0,"Place(_api=<tweepy.api.API object at 0x7fa25cb40790>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fa25cb40790>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
